Transaction ID,Branch,Amount,Sender,Sender Old Balance,Sender New Balance,Receiver,Receiver Old Balance,Receiver New Balance,Transaction Count,Account Age,Last Transaction,Time of Transaction,isFraud
TRX9089398903,Fort Worth,23147.49,C561200318,44304.48,21156.99,C2050668346,67393.59,90541.08,65,3.04,1.84,10:20:27,0
TRX4054987167,Philadelphia,90540.93,C656704934,22998.72,10224.84,C1417854124,38708.56,97293.32,58,6.45,0.29,14:02:48,1
TRX7151119254,Fort Worth,80021.83,C1801704517,23040.34,84009.85,C2017860548,93825.75,98933,88,8.17,3.03,19:16:20,1
TRX8636948788,San Diego,133020.73,C1445045873,149525.29,16504.56,C1432043209,28439.57,161460.3,41,8.06,2.55,10:21:40,0
TRX7140263657,Chicago,114513.61,C1185843580,147000.71,32487.1,C2070199213,27954.68,142468.29,31,9.99,2.14,16:30:01,0
TRX4052890250,Philadelphia,179527.02,C1715602761,183512.92,3985.9,C121286266,18788.46,198315.48,31,1.08,0.61,00:36:23,0
TRX3432714571,El Paso,8020.86,C45207973,68376.76,60355.9,C1070057268,89086.41,97107.27,25,9.26,5.45,16:25:16,0
TRX2399136806,Boston,3666.25,C528877978,95282.55,91616.3,C1452266462,82230.82,85897.07,73,3.99,2,10:06:10,0
TRX4349162026,Charlotte,153227.2,C712874817,1024584.8,871357.6,C26979720,6860.26,160087.46,10,8.56,0.48,20:16:23,0
TRX8570551250,Boston,112924.55,C627248862,765955.87,653031.32,C1990419108,22469.22,135393.77,50,3.98,3.18,09:02:08,0
TRX7184247463,"Washington, D.C.",76289.1,C1557855053,92822.27,16533.17,C1283634655,68812.44,145101.54,98,9.32,2.93,08:03:31,0
TRX5645721257,Philadelphia,36179.95,C1207739340,26207.97,46077.58,C756603373,46576.86,4629.65,71,7.09,0.7,08:46:01,1
TRX7115905606,Los Angeles,21335.25,C1621729085,52589.69,31254.44,C509643020,743.7,22078.95,108,6.63,2.8,18:41:40,0
TRX9602159684,San Diego,1894.12,C565433174,81299.52,79405.4,C2056319805,49461.16,51355.28,36,8.5,0.75,03:01:30,0
TRX5691156961,San Francisco,29122.76,C34737133,43802.07,14679.31,C2083951216,94639.92,123762.68,21,4.26,1.32,19:05:59,0
TRX4733840368,Denver,2153.63,C589094312,88581.38,86427.75,C2002097394,94940.25,97093.88,45,9.94,7.74,23:30:47,0
TRX1839176127,San Francisco,7818.14,C1731967318,44837.79,37019.65,C1719746158,47761.23,55579.37,55,1.54,1.18,07:29:14,0
TRX6977739650,Chicago,117903.87,C256584979,905235.03,787331.16,C1871312485,23489.35,141393.22,40,1.55,0.33,17:24:21,0
TRX9419558364,Nashville,4887.09,C949107966,80666.32,75779.23,C1209765203,89283.86,94170.95,89,1.3,0.17,11:46:37,0
TRX3134143170,San Antonio,947.91,C1345525137,44530.72,43582.81,C1194587893,88607.39,89555.3,86,9.1,7.77,23:50:29,0
TRX8452934500,Seattle,4562.21,C532068603,20678.35,16116.14,C1210242977,64106.74,68668.95,88,6.77,6.04,19:24:03,0
TRX5285829329,Charlotte,22196.32,C1442138194,2487.95,76695.68,C1826083903,9230.62,79129.87,29,8.45,2.5,13:45:50,1
TRX6204068196,Indianapolis,2738.44,C1527254842,49511.93,46773.49,C1638796611,12154.61,14893.05,10,9.24,0.08,16:27:18,0
TRX3204354247,El Paso,139704.62,C2046545652,150633.73,10929.11,C1568999973,45678.13,185382.75,4,8.82,5.65,04:26:36,0
TRX4870933737,Phoenix,61023.05,C594916129,81852.41,20829.36,C523528914,91444.56,152467.61,27,6.48,2.13,11:11:49,0
TRX1317481896,Seattle,204766.89,C2031522930,90618.57,13976.65,C392795843,60124.98,48194.56,69,3.46,1.19,17:18:52,1
TRX2989939050,Phoenix,4192.58,C634991000,37112,32919.42,C2009931623,52917.21,57109.79,63,7.67,5.95,16:08:10,0
TRX8545670792,Seattle,7285.08,C1887459401,81417.06,74131.98,C626889335,54137.25,61422.33,62,7.78,2.72,07:09:38,0
TRX5509017987,Indianapolis,482.58,C2029851001,59555.81,59073.23,C1003000306,91467.25,91949.83,102,5.35,3.19,16:09:42,0
TRX7752498718,El Paso,26759.05,C753661999,39990.37,13231.32,C1057444272,43291.12,70050.17,66,8.51,1.02,06:36:56,0
TRX5899071211,Indianapolis,12129.31,C181281800,35467.38,23338.07,C477662472,80685.79,92815.1,53,8.57,3.3,10:12:01,0
TRX7702675863,Indianapolis,73821.85,C376299447,90228.03,16406.18,C457942549,3519.95,77341.8,7,2.82,1.8,11:21:32,0
TRX3407295230,Chicago,127088.01,C1852361929,172492.19,45404.18,C967323951,94475.38,221563.39,106,4.17,0.67,08:37:35,0
TRX4606637169,San Diego,663.34,C1715259593,98032.39,97369.05,C398468940,11834.1,12497.44,77,6.1,2.71,10:01:25,0
TRX9652490229,Indianapolis,59082.77,C728746911,82525.99,23443.22,C1885256525,89532.28,148615.05,29,7.67,3.78,05:06:34,0
TRX3245409746,Chicago,154337.56,C2002097394,501319.52,346981.96,C2052683787,5175.61,159513.17,20,4.26,2.28,22:54:20,0
TRX8757142147,Phoenix,9295.61,C840514538,29141.87,19846.26,C1376696824,91267.96,100563.57,61,5.02,1.69,12:22:44,0
TRX2709950019,Chicago,53864.54,C1138249201,7240.99,88925.34,C103788407,48459.43,22361.63,104,2.49,0.44,16:54:06,1
TRX7445956733,Philadelphia,161613.93,C507507251,85770.56,21972.99,C317927321,25081.42,8318.55,14,4.29,2.54,04:06:33,1
TRX3296044891,Houston,7889.84,C456872530,23745.05,15855.21,C290991542,78411.29,86301.13,15,4.22,1.28,13:06:30,0
TRX3280646610,San Francisco,28260.77,C1987221006,88784.46,60523.69,C921262971,40937.77,69198.54,93,9.48,7.68,09:56:04,0
TRX5373634386,Indianapolis,150437.34,C186826428,163208.3,12770.96,C818837731,14703.49,165140.83,27,6.96,0.55,02:10:15,0
TRX3104338508,Charlotte,5908.57,C1212238315,7535.39,1626.82,C1517266286,84064.84,89973.41,56,3.12,2.31,05:59:55,0
TRX4703184529,Nashville,13061.21,C979049207,76864.66,63803.45,C349757746,30358.56,43419.77,20,6.78,2.62,10:10:16,0
TRX8427430982,Seattle,83.01,C507268114,67738.12,67655.11,C1856400435,95292.59,95375.6,30,8.02,3.15,03:50:47,0
TRX1434960392,New York City,20123.79,C756603373,20839.18,715.39,C1831423452,77190.49,97314.28,105,3.61,0.92,09:05:44,0
TRX7088476603,New York City,5975.73,C22742927,22376.16,16400.43,C621942110,90571.37,96547.1,93,4.51,2.99,20:54:43,0
TRX3439857942,New York City,5268.25,C2120816164,36019.45,30751.2,C1989332276,87104.54,92372.79,97,3.5,1.79,02:05:43,0
TRX2355450573,Charlotte,2270.53,C383717053,55636.56,53366.03,C1568740070,33795.92,36066.45,41,9.63,1.19,02:24:22,0
TRX9645831141,Philadelphia,34788.346,C1257058590,45583.7,39996.81,C326802793,86844.57,91540.82,110,2.96,1.44,23:43:39,1
TRX7498725610,San Jose,722.75,C1535454025,71239.48,70516.73,C1528391146,93364.3,94087.05,33,3.47,3,20:25:32,0
TRX3808009659,Seattle,92430.75,C91904771,115305.27,22874.52,C1639296014,30137.96,122568.71,107,8.33,5.17,05:42:17,0
TRX9154704716,Indianapolis,5803.59,C1242547813,86854,81050.41,C625971310,75953.45,81757.04,67,1.72,0.79,14:03:19,0
TRX3933198136,Seattle,36028.76,C208108926,180001.98,143973.22,C2124327048,76838.78,112867.54,82,4.54,3,10:51:56,0
TRX6149194201,Philadelphia,153767.75,C414765427,590906.59,437138.84,C1162128198,39090.17,192857.92,46,6.76,2.31,11:56:52,0
TRX5865905439,Phoenix,9520.02,C479442206,44945.7,35425.68,C1423768154,2570.81,12090.83,1,5.27,0.6,21:41:53,0
TRX1657446326,New York City,17373.62,C1929713950,23304.68,5931.06,C508294491,94601.61,111975.23,47,9.97,9.23,05:33:01,0
TRX1143786899,Philadelphia,87.34,C641976998,32742.51,32655.17,C1179573791,74225.14,74312.48,50,3.3,2.98,23:15:50,0
TRX8378784414,"Washington, D.C.",110883.92,C1229754153,120775.97,9892.05,C1575407418,7491.61,118375.53,12,9.91,2.18,05:35:51,0
TRX9345551496,Chicago,57851.487,C1121072891,23303.84,42716.86,C202984526,32933.53,11105.94,86,6.09,3.76,14:33:07,1
TRX3462994449,Chicago,116915.04,C5987161,129302.16,12387.12,C622820646,82295.47,199210.51,83,9.92,1.74,23:37:26,0
TRX3117410133,Phoenix,3141.09,C1415545023,41229.83,38088.74,C1539038539,25224.72,28365.81,27,4.42,3.33,08:26:34,0
TRX5312717143,Phoenix,3830.45,C485281961,98501.74,94671.29,C2057644333,54629.55,58460,59,3.79,3.1,21:15:14,0
TRX7959995651,Austin,133817.54,C502805865,1113291.82,979474.28,C95685867,97891.87,231709.41,25,2.78,2.76,15:59:14,0
TRX8041043666,San Diego,7021.77,C2000688092,28567.3,21545.53,C1167792250,85405.87,92427.64,54,3.36,1.61,21:35:21,0
TRX9412365103,Philadelphia,170611.65,C715978059,175050.16,4438.51,C1071901619,49650.35,220262,89,5.78,1.12,16:09:59,0
TRX6836705651,Denver,3208.39,C925150096,4666.39,1458,C620961748,63546.87,66755.26,69,12.18,4.15,10:22:36,0
TRX2630858053,San Francisco,101332.45,C1431871221,108358.26,7025.81,C226972126,80593.35,181925.8,85,8.92,5.2,12:01:12,0
TRX9306418835,Chicago,3791.28,C1402400433,56916.23,53124.95,C45207973,73759.54,77550.82,45,4.86,2.33,01:25:46,0
TRX6889040629,Jacksonville,3238.495,C170106909,7808.81,99194.93,C1016138445,94695.54,72793.35,112,9.1,1.35,02:26:58,1
TRX8898743658,San Diego,1674.143734,C1715189999,6800.46,30734.51,C1827558114,81785.34,36425.08,69,9.73,2.63,12:23:31,1
TRX2119707224,Jacksonville,750.1,C662666707,1988.94,34017.82,C175096252,75584.74,37366.51,20,7.69,2.46,07:13:00,1
TRX4119812044,San Francisco,3706.46,C822232612,3306.74,31450.08,C599782425,26547.36,16778.41,47,2.31,1.55,06:44:21,1
TRX6754185323,Columbus,20000.32,C1393284987,42888.87,22888.55,C82275756,69634.89,89635.21,2,11.04,4.69,20:33:25,0
TRX5683830504,San Francisco,11510.47,C1287460787,31700.51,20190.04,C2028177061,85751.13,97261.6,10,7.55,4.5,16:52:13,0
TRX9950916057,Denver,117967.54,C1463891130,810331.02,692363.48,C810103755,44291.07,162258.61,2,7.75,4.45,12:06:08,0
TRX1800454171,Indianapolis,6324.03,C1348009723,95817.15,89493.12,C322765937,84190.94,90514.97,111,5.16,2.28,02:34:44,0
TRX3690301699,Chicago,17101.74,C1985178707,34604.37,17502.63,C1720865719,31528.9,48630.64,14,9.1,4.3,07:47:28,0
TRX6027244492,Jacksonville,129459.86,C1471145035,99850.86,70864.97,C858889712,62437.02,43891.08,112,7.48,1.46,17:05:02,1
TRX5799757481,"Washington, D.C.",142788.7,C1727743461,930812.42,788023.72,C78816013,51399.41,194188.11,43,9.67,6.02,11:59:49,0
TRX3204103104,El Paso,16529.09,C1559788797,57382.37,40853.28,C1353941826,3685.34,20214.43,75,9.16,1.2,15:13:23,0
TRX9342314420,"Washington, D.C.",184972.42,C149816309,352678.34,167705.92,C800213720,49903.37,234875.79,84,3.93,3.2,18:30:18,0
TRX9975687184,Boston,24826.85,C816421765,36841.18,12014.33,C977997405,63244.45,88071.3,32,2.92,0.86,08:09:33,0
TRX7223024089,Boston,36991.08,C1083020379,71062.25,34071.17,C525154553,61890.68,98881.76,102,8.53,2.23,01:04:13,0
TRX1356414137,Nashville,9446.02,C738369543,73997.86,64551.84,C1017502292,3577.45,13023.47,9,9.83,2.81,19:50:36,0
TRX9583094325,New York City,12911.82,C361380654,34213.69,21301.87,C1517105378,30290.07,43201.89,82,8.82,0.5,08:04:58,0
TRX1154255685,Nashville,9282.83,C2951941,89335.8,80052.97,C809860628,57172.33,66455.16,95,7.46,6.92,04:57:18,0
TRX8180008369,Fort Worth,920.12,C1624817884,17933.85,17013.73,C1950052389,59870.16,60790.28,28,5.62,0.5,02:23:19,0
TRX8020311416,"Washington, D.C.",117599.97,C1166230227,639399.97,521800,C630907305,73510.35,191110.32,100,5.65,0.45,23:37:57,0
TRX3851262292,San Diego,5363.19,C1717136008,73462.37,68099.18,C1382809908,39175.31,44538.5,13,6.9,3.71,05:42:26,0
TRX4745125464,San Francisco,4493.34,C1361931872,18350.41,13857.07,C1425202985,17082.8,21576.14,10,8.2,1.74,21:53:49,0
TRX9117231320,Houston,195604.1,C711964207,197983.3,2379.2,C639542871,55218.01,250822.11,43,1.46,1.14,08:05:35,0
TRX8120580459,New York City,5824.793,C2124327048,9599.57,1946.67,C691691381,15377.27,7496.5,54,6.1,0.21,04:56:17,1
TRX4061513013,San Diego,124528.57,C1053035032,178411.37,53882.8,C1037521082,9506.54,134035.11,70,6.21,4.23,23:46:27,0
TRX6975468662,Houston,8235.45,C56807270,25448.46,17213.01,C2089609733,66890.92,75126.37,2,6.19,2.1,15:44:29,0
TRX7718346771,Phoenix,25221.1,C586164630,79277.13,54056.03,C1472987955,98504.36,123725.46,28,6.2,1.58,20:36:47,0
TRX1144501074,"Washington, D.C.",6087.234297,C1322846980,59149.76,49479.47,C464773456,8783.5,29982.02,23,6.1,0.36,09:40:12,1
TRX1436643154,El Paso,3688.28,C660595570,19460.88,15772.6,C1697281847,15848.02,19536.3,43,3.91,2.61,12:55:10,0
TRX3109594146,Chicago,1548.73,C696739588,84034.61,82485.88,C358420513,41118.4,42667.13,35,8.72,2.85,03:18:35,0
TRX5802689619,Columbus,53569.21,C371874892,66981.38,13412.17,C321358401,40865.37,94434.58,97,5.94,4.85,07:15:51,0
TRX3594512525,Boston,78222.49,C1622066826,83990.32,5767.83,C926188689,73725.01,151947.5,53,8.29,0.38,22:18:56,0
TRX8817283346,Boston,45976.39,C220689785,204793.59,158817.2,C223363383,23094.81,69071.2,68,5.22,3.47,14:35:59,0
TRX2124325337,Fort Worth,32420.54,C9714933,32959.72,539.18,C1183701566,28852.49,61273.03,12,8.29,5.24,01:43:46,0
TRX6678116516,Philadelphia,128353.55,C545714998,139342.06,10988.51,C1407009494,55281.87,183635.42,20,5.52,5.35,17:43:27,0
TRX1109341906,Chicago,53083.59,C701526215,61698.3,8614.71,C1015122628,53354.81,106438.4,82,1.73,1.22,16:10:12,0
TRX9487636019,El Paso,138046.09,C324112183,141219.18,3173.09,C1576422186,64003.06,202049.15,63,2.79,1.59,08:05:12,0
TRX4243436140,Philadelphia,3302.632,C780172372,6670.76,88848.42,C2083217543,40484.31,61787.21,79,6.91,0.97,18:32:28,1
TRX7764566986,Los Angeles,103331.95,C1747991213,112466.71,9134.76,C533657337,9663.42,112995.37,3,9.05,3.81,18:17:16,0
TRX2751398484,Columbus,6453.51,C564053174,57856.6,51403.09,C1262869688,98891.78,105345.29,65,3.61,1.47,00:25:41,0
TRX2215892212,Boston,9198.49,C244190700,9337.1,138.61,C1520267010,49267.91,58466.4,99,6.15,5.19,20:05:46,0
TRX1048221238,Charlotte,3106.9,C792855998,33214.55,30107.65,C928416421,59032.35,62139.25,40,9.52,0.3,16:14:19,0
TRX9280416151,Philadelphia,9496.55,C1950052389,91929.61,82433.06,C1623761043,22695.89,32192.44,41,4.86,3.5,01:01:17,0
TRX7624285072,Denver,8151.69,C8972378,52224.85,44073.16,C1186657657,56160.63,64312.32,57,6.43,6.31,07:53:46,0
TRX9558889852,Dallas,75993.77,C1532850496,77174.01,1180.24,C1741007954,40471.5,116465.27,97,7.46,3.18,12:00:47,0
TRX8038019094,Los Angeles,1443.56,C1868578441,71199.9,69756.34,C750996693,26617.11,28060.67,71,2.45,2.45,09:29:53,0
TRX5411238210,Los Angeles,2746.12,C1409112532,69396.32,66650.2,C2027499247,218.43,2964.55,87,7.14,3.43,04:51:38,0
TRX5093407713,Charlotte,7072.448,C1848513006,49831.58,99621.72,C242408359,20436.76,96570.04,64,9.64,2.81,23:24:00,1
TRX8332129749,El Paso,124543.88,C556084207,126651.74,2107.86,C51460663,84886.09,209429.97,106,8.01,4.13,05:05:10,0
TRX8558341439,Nashville,3168.21,C791412502,39071.56,35903.35,C1569706103,90848.08,94016.29,36,6.63,0.63,20:50:44,0
TRX3222187494,Charlotte,94527.39,C180949634,28740.48,97026.91,C1929957683,79871.59,40620.89,108,6.78,4.44,13:34:17,1
TRX3511867539,Indianapolis,4026.05,C1779202806,39767.95,35741.9,C1941482284,96718.47,100744.52,12,4.44,4.24,08:24:33,0
TRX1349758996,Charlotte,4581.31,C1338770454,86514.66,81933.35,C263233676,396.9,4978.21,57,7.69,7.05,16:26:50,0
TRX5760399670,Fort Worth,30709.74,C13063602,97785.93,67076.19,C1565096593,61255.65,91965.39,97,2.47,0.79,16:03:50,0
TRX5750936735,Philadelphia,8893.16,C910091281,69289.27,60396.11,C833240229,18413.57,27306.73,53,4.63,2.51,21:12:35,0
TRX9177467071,Phoenix,536060.03,C1740826931,31133.84,17877.24,C242197804,25311.47,43946.64,97,3.12,1.5,11:34:14,1
TRX5820554087,Phoenix,14567.67,C854276325,92904.57,78336.9,C781103026,69706.36,84274.03,13,6.04,1.74,09:27:32,0
TRX1675096929,Chicago,3825.39,C381930033,5149.42,1324.03,C230991505,61204.35,65029.74,57,6.55,3.24,19:13:29,0
TRX8753812866,San Diego,4411.68,C1240328647,32285.12,27873.44,C251666609,8868.27,13279.95,9,8.12,6.09,06:33:01,0
TRX4944719053,Columbus,23581.93,C1297259456,152064.79,128482.86,C1450348360,48754.16,72336.09,4,6.89,0.2,08:21:53,0
TRX7217769039,Houston,4018.12,C1832283291,26617.11,22598.99,C1869544015,55281.14,59299.26,89,8.78,7.65,20:53:36,0
TRX3771835873,Charlotte,57234.15,C1914740115,65779.08,8544.93,C166919726,23107.55,80341.7,27,4.2,1.29,16:54:09,0
TRX1730643714,Dallas,5248.34,C247576438,45069.33,39820.99,C1890212065,77397.01,82645.35,39,2.19,2.12,07:09:10,0
TRX5164176311,New York City,30811.56,C1930792245,33111.21,2299.65,C1454870101,19846.15,50657.71,52,6.59,0.22,04:59:48,0
TRX4087768482,San Francisco,151430.92,C1296928719,45650.53,49243.04,C2080672560,80770.96,63379.65,105,9.88,5.11,19:54:46,1
TRX2166896014,San Jose,101576.37,C463215441,115102.87,13526.5,C2075372030,96832.46,198408.83,23,3.8,0.14,12:09:57,0
TRX8452068142,Boston,5443.26,C886343183,28313.26,22870,C1897905391,26758.2,32201.46,65,8.87,1.81,04:03:58,0
TRX9699213148,San Jose,4433.42,C966910438,47921.99,43488.57,C2083854344,29824.49,34257.91,5,4.78,2.66,08:32:29,0
TRX3037963909,San Jose,8392.42,C1805660016,9932.15,1539.73,C1491128748,28142.45,36534.87,46,7.64,4.79,09:28:09,0
TRX9180934369,San Jose,3635.93,C321358401,51562.12,47926.19,C315785478,2298.04,5933.97,48,6.76,0.88,09:20:24,0
TRX9397271609,San Antonio,893.57,C861554088,81516.03,80622.46,C848097505,99181.18,100074.75,92,5.86,5.34,08:10:22,0
TRX7190518443,Philadelphia,259743.76,C2046545652,65687.91,17741.71,C83554564,81032.38,55330.07,4,5.65,1.73,18:18:17,1
TRX5009216526,Philadelphia,3738.25,C457596841,41284.89,37546.64,C1916677384,2354.14,6092.39,44,9.68,4.99,02:04:06,0
TRX7454371676,New York City,61391.12,C41260873,8004.05,42504.28,C1486504709,86235.82,2858.69,57,8.64,0.52,07:00:24,1
TRX3639317784,Denver,85780.01,C1504984629,108894.45,23114.44,C817896503,69494.4,155274.41,33,7.63,1.3,02:27:37,0
TRX4696130468,Phoenix,68.09,C1445905688,79979.32,79911.23,C1085738801,7717.72,7785.81,91,8.08,2.8,01:04:25,0
TRX9506797068,Fort Worth,6292.71,C1061448687,97529.32,91236.61,C1909367224,35457.4,41750.11,8,6.22,2.57,04:17:27,0
TRX6497777706,Phoenix,2012.08,C1241184277,17915.39,15903.31,C1380583278,91663.51,93675.59,3,4.89,0.23,08:08:00,0
TRX2565691826,Los Angeles,4205.98,C629790599,86406.28,82200.3,C929847632,87361.24,91567.22,112,7.27,0.17,22:30:51,0
TRX5296983513,San Jose,23523.866,C1088170718,61826.46,6670.23,C1219102739,92616.83,87823.61,81,9.13,3.4,04:03:58,1
TRX4839237858,San Francisco,26243.454,C1384801340,41031.64,17970.48,C1410894140,73276.92,68918.36,12,7.24,1.45,15:26:35,1
TRX2920035668,Houston,111619.56,C1290698656,114709.54,3089.98,C669700766,70474.81,182094.37,10,9.3,2.19,02:14:25,0
TRX4144185155,Los Angeles,22941.92,C1704512171,49843.2,26901.28,C1423553082,95392.44,118334.36,46,7.11,1.33,21:40:46,0
TRX1228357128,San Francisco,694.12,C1679092632,93504.59,92810.47,C2006166872,29771.7,30465.82,103,5.98,4.16,06:45:55,0
TRX5598417316,Dallas,6723.8,C1514214932,49322.7,42598.9,C1473230040,18657.38,25381.18,95,5.29,2.71,05:37:28,0
TRX5438899245,Denver,5171.22,C1578052738,36188.19,31016.97,C1547714604,1462.45,6633.67,107,7.19,0.38,16:07:12,0
TRX4481338873,Denver,1097.74,C390769586,26504.5,25406.76,C300526628,31816.55,32914.29,94,2.13,0.16,09:01:51,0
TRX3595701767,El Paso,115081.19,C1309744648,124935.54,9854.35,C1200546947,71907.24,186988.43,109,7.43,4.6,08:45:54,0
TRX7933872410,Philadelphia,171330.12,C1442114564,230946.6,59616.48,C1380499546,53281.17,224611.29,78,9.87,3.03,16:00:53,0
TRX5684900818,Los Angeles,21113.143,C1035219650,35321.85,58193.26,C237410024,65857.04,13170.14,103,6.49,2.28,09:01:41,1
TRX5309420547,San Francisco,4461.08,C751702204,37982.89,33521.81,C662433937,93951.35,98412.43,91,3.57,3.32,10:04:03,0
TRX6447896293,Denver,2858.89,C1071783182,80180.21,77321.32,C1924966548,70132.04,72990.93,8,7.11,7.07,13:37:34,0
TRX6927091912,Phoenix,26888.92,C274725976,6114.19,84888.89,C626183040,82472.54,86281.81,62,8.8,2.04,06:05:59,1
TRX4470354372,Jacksonville,1042.26,C1821100643,19884.93,18842.67,C240311623,87494.79,88537.05,107,7,6.27,02:29:08,0
TRX4547360774,Houston,7873.13,C1776512995,19113.44,11240.31,C1734184086,87873.32,95746.45,54,5.56,2.97,13:25:30,0
TRX7916896220,Chicago,8481.77,C1458334048,95145.16,86663.39,C250144767,48087.36,56569.13,70,7.75,4.18,09:38:27,0
TRX1371904784,Charlotte,20638.357,C1387620926,32984.76,78168.07,C380077824,4071.56,44359,35,7.69,0.8,13:06:23,1
TRX2826195947,San Jose,200920.02,C1586222232,767968.62,567048.6,C519632870,6924.01,207844.03,35,6.02,5.48,22:06:04,0
TRX3512996880,Nashville,11236.53,C790851040,28537.91,17301.38,C53857746,93785.38,105021.91,88,8.53,2.73,12:44:25,0
TRX9785790757,Austin,8111.87,C236590348,10442,2330.13,C1755308707,7655.38,15767.25,40,4.51,0.32,01:42:03,0
TRX9561957566,Jacksonville,24936.34,C1955587357,46548.16,21611.82,C1496705948,65217.25,90153.59,43,3.81,0.53,10:41:41,0
TRX8202464078,Charlotte,112347.38,C2036507492,796409.78,684062.4,C1852218204,39127.97,151475.35,95,9.26,8.51,09:32:09,0
TRX1440723611,Indianapolis,2252.44,C1628242023,42806.69,40554.25,C247515192,37825.11,40077.55,75,11.01,5.37,17:12:05,0
TRX9005624120,Fort Worth,134769.65,C1458115183,142661.89,7892.24,C347808407,15041.2,149810.85,74,4.66,1.37,15:26:19,0
TRX2644331445,Jacksonville,112896.35,C119876571,1336100.23,1223203.88,C143751348,86636.6,199532.95,16,5.31,3.28,23:38:26,0
TRX4509310813,El Paso,5088.99,C151515831,73276.92,68187.93,C2101326063,23550.65,28639.64,9,9.19,6.09,06:43:02,0
TRX6103677183,Fort Worth,5365.37,C948422615,20082.83,14717.46,C357532288,48433.49,53798.86,98,5.81,1.55,05:04:42,0
TRX7591460147,Boston,9080.77,C1541942595,35204.35,26123.58,C1217312754,40588.03,49668.8,72,9.78,3.78,19:10:29,0
TRX7715240327,Los Angeles,483.396,C1498452883,224.79,74901.14,C1780399359,65100.59,26682.58,46,2.7,1.63,03:31:20,1
TRX1456809133,Dallas,34389.04,C1933493643,55549.35,21160.31,C470870842,73504.41,107893.45,33,4.02,1.21,18:16:22,0
TRX7911410534,San Francisco,3103.47,C498884733,55230.22,52126.75,C1733034446,75040.09,78143.56,49,10.31,5.03,20:42:18,0
TRX6957396239,New York City,81874.56,C26816520,89800.65,7926.09,C541220779,40026.4,121900.96,18,7.69,4.72,07:56:43,0
TRX6926769829,San Francisco,34160.601,C1060814439,64851.6,52833.09,C848187074,36165.51,45635.45,38,4.57,3.14,21:42:31,1
TRX4733874282,Seattle,1227.16,C256084228,36777.4,35550.24,C553846997,84958.3,86185.46,69,2.7,2.57,06:16:42,0
TRX9794788711,San Francisco,3679.37,C840444920,4216.6,537.23,C1149388444,82122.21,85801.58,4,5.8,1.36,19:09:37,0
TRX9513934406,Fort Worth,44461.84,C2141066548,74201.36,29739.52,C1622945931,51159.73,95621.57,62,7.34,4.17,02:54:27,0
TRX9970040115,New York City,6002.42,C2143571436,87859.2,81856.78,C1393484427,47496.09,53498.51,111,3.66,2.88,19:51:55,0
TRX1190156197,Houston,15584.63,C283923004,28118.18,12533.55,C2102534528,6293.28,21877.91,46,8.56,4.66,04:31:07,0
TRX2853154114,Philadelphia,25715.699,C1238616099,97305.18,48799.63,C1284570171,79013,99805.25,87,1.93,1.55,20:29:19,1
TRX7506054026,Jacksonville,4487.188139,C227381657,53239.48,83912.93,C594233924,3847.33,47692.73,111,4.11,1.32,18:23:30,1
TRX4809207697,El Paso,2248.26,C692838068,60690.26,58442,C466983810,12228.8,14477.06,77,3.5,2.79,16:53:32,0
TRX6038639111,Seattle,198422.94,C1090806613,203668.71,5245.77,C1320869181,45845.77,244268.71,103,9.37,4.19,23:53:43,0
TRX1948609866,Dallas,15630,C788790720,34534.17,18904.17,C696031899,3998.57,19628.57,93,9.34,1.71,20:18:27,0
TRX9240983780,Chicago,81729.95,C112524669,135803.71,54073.76,C1768926513,51022.09,132752.04,101,9.52,6.8,09:23:49,0
TRX8514711834,Phoenix,26884.31,C437148684,72179.8,45295.49,C1293177207,32979.11,59863.42,17,6.04,0.57,01:28:03,0
TRX4203207946,Philadelphia,4924.01,C654153282,67706.43,62782.42,C1503636370,29164.59,34088.6,87,8.6,2.37,20:46:59,0
TRX3269967330,San Francisco,116198.06,C731368479,151265.68,35067.62,C1071243292,94748.04,210946.1,74,4.21,1.25,13:15:13,0
TRX3259204664,Columbus,20442.39,C1534265514,87302.29,66859.9,C458946139,83082.06,103524.45,59,7.15,2.26,00:50:44,0
TRX4326156487,Denver,3393.22,C1282035709,35421.24,32028.02,C1969606205,2277.39,5670.61,76,9.44,1.85,19:13:12,0
TRX5820367868,Jacksonville,3083.004,C1171097095,3361.09,8264.03,C990684641,18912.92,37300.34,36,2.45,0.16,02:35:50,1
TRX3608721608,Phoenix,808.11,C606882452,87851.41,87043.3,C31903004,43789.38,44597.49,47,4.43,1.92,07:44:29,0
TRX1330299044,Philadelphia,19470.04,C1248682760,1981.19,43531.59,C511354923,66137.49,60937.19,29,3,1.92,06:43:40,1
TRX5638268561,El Paso,12351.68,C238590461,72771.69,60420.01,C749486981,97611.78,109963.46,49,3.57,1.96,23:33:12,0
TRX5179669330,San Diego,16811.1,C1913714009,55219.84,38408.74,C304966690,96418.67,113229.77,30,8.33,6.09,20:57:53,0
TRX7098932781,Seattle,75653.58,C1805164661,9191.71,53434.09,C378227888,67452.55,59040.51,95,2.48,0.31,16:43:42,1
TRX1478658418,Phoenix,9957.91,C2021357462,29900.84,19942.93,C1157328573,59374.28,69332.19,27,6.04,1.29,15:38:58,0
