Transaction ID,Type,Branch,Amount,Name Origin,Old Balance Origin,New Balance Origin,Name Destination,Old Balance Destination,New Balance Destination,Unusual Logins,Account Age,isFlaggedFraud,Account Type,Date of Transaction,Time of Day,isFraud
TRX8162489380,PAYMENT,Espana,5770.32,C1943750504,15595.3,9824.98,M1907604549,324030.0,329800.32,8,3.406336696,0,Savings,25-01-2018,Night,0
TRX3765108911,CASH_OUT,Estados Unidos,84051.0,C678680178,295713.0,211662.0,C678680178,0.0,0.0,17,4.798813204,0,Current,12-01-2018,Morning,0
TRX8782529228,PAYMENT,Australia,36825.83,C88328327,634274.0,597448.17,M1978943199,1547256.0,1584081.83,5,3.556280268,0,Current,10-01-2018,Afternoon,0
TRX9480204287,CASH_IN,SudAfrica,16798.63,C1310763397,9173758.43,9190557.06,C1310763397,0.0,0.0,20,0.945691794,0,Savings,13-01-2018,Afternoon,0
TRX4153417258,PAYMENT,Australia,10819.72,C1096742104,11171.0,351.28,M1456250665,1450698.0,1461517.72,19,2.049210236,0,Savings,09-01-2018,Afternoon,0
TRX6024125144,PAYMENT,Australia,4337.08,C1827303532,13420.84,9083.76,M1004009692,758828.0,763165.08,2,5.778402213,0,Savings,06-01-2018,Afternoon,0
TRX9711729262,PAYMENT,Indonesia,15642.1,C388551431,1650774.0,1635131.9,M623717056,367006.0,382648.1,4,8.086058596,0,Savings,12-01-2018,Morning,0
TRX5087293275,CASH_IN,Estados Unidos,356514.11,C496112231,1870946.63,2227460.74,C496112231,0.0,0.0,7,1.660954857,0,Savings,11-01-2018,Afternoon,0
TRX1890737359,CREDIT,Estados Unidos,3168.21,C630907305,12867.0,16035.21,C1983025922,7550.03,4381.82,13,6.008867505,0,Current,09-01-2018,Night,0
TRX4009965272,PAYMENT,Estados Unidos,12848.12,C1513046042,17440.0,4591.88,M1809767357,326194.0,339042.12,7,4.123847783,0,Savings,03-01-2018,Night,0
TRX1484773439,PAYMENT,Cuba,24034.28,C1782724863,1670767.0,1646732.72,M731431696,595846.0,619880.28,7,1.169725893,0,Current,13-01-2018,Afternoon,0
TRX6252255726,PAYMENT,Australia,2769.02,C875678495,10055.0,7285.98,M1120531149,1720037.0,1722806.02,15,3.750897706,0,Savings,16-01-2018,Afternoon,0
TRX9354027376,PAYMENT,Italia,14199.19,C1267338499,811424.0,797224.81,M1425241044,728269.0,742468.19,13,5.468492436,0,Savings,07-01-2018,Afternoon,0
TRX4115129207,CASH_IN,Estados Unidos,159441.76,C1817497820,1516250.57,1675692.33,C1817497820,0.0,0.0,16,4.813546754,0,Current,19-01-2018,Afternoon,0
TRX8258466694,PAYMENT,Estados Unidos,15768.41,C472146846,30064.0,14295.59,M1553033411,1061118.0,1076886.41,7,3.195274539,0,Current,25-01-2018,Afternoon,0
TRX2759704769,TRANSFER,Mexico,19991.02,C1020193304,753793.0,733801.98,C1915624447,21586.0,41577.02,2,3.666772206,0,Savings,13-01-2018,Morning,0
TRX8046316704,PAYMENT,Mexico,10475.55,C1057161751,109741.89,99266.34,M801808302,1608363.0,1618838.55,6,1.74235863,0,Savings,08-01-2018,Night,0
TRX1814057099,PAYMENT,Croacia,265.8,C1273675500,3767.0,3501.2,M62182667,1549806.0,1550071.8,14,3.145740803,0,Savings,07-01-2018,Morning,0
TRX9382461722,PAYMENT,Portugal,5711.01,C167693809,3967693.52,3961982.51,M998283025,216543.0,222254.01,18,6.621579153,0,Savings,09-01-2018,Night,0
TRX1582782867,CASH_OUT,El Salvador,72428.51,C1390178738,1646743.0,1574314.49,C1390178738,0.0,0.0,11,6.417037308,0,Savings,08-01-2018,Afternoon,0
TRX5805938970,PAYMENT,Cuba,3354.28,C1488320466,44004.0,40649.72,M197470785,1751576.0,1754930.28,4,5.576276258,0,Savings,06-01-2018,Night,0
TRX3198534915,CASH_OUT,Alemania,13305.52,C1338926429,1225793.0,1212487.48,C1338926429,0.0,0.0,1,7.344981958,0,Savings,05-01-2018,Morning,0
TRX2343785798,PAYMENT,SudAfrica,3364.48,C1369468094,23844.01,20489.53,M1037942373,0.0,0.0,13,0.2944819055,0,Savings,13-01-2018,Afternoon,1
TRX7415535723,PAYMENT,Canada,3287.08,C1124773518,28574.0,25286.92,M2018528489,607078.0,610365.08,10,3.12288177,0,Savings,07-01-2018,Morning,0
TRX1489033629,CASH_IN,Mexico,180389.34,C634942227,5648502.91,5828892.25,C634942227,0.0,0.0,13,7.368445,0,Savings,09-01-2018,Morning,0
TRX6932372320,CASH_IN,Australia,228451.89,C1614133563,2131214.26,2359666.15,C1614133563,0.0,0.0,10,4.380589022,0,Savings,19-01-2018,Night,0
TRX9593611125,CASH_OUT,India,226424.35,C436126678,0.0,0.0,C436126678,1748436.14,1615874.57,9,6.751547629,0,Current,19-01-2018,Afternoon,1
TRX1951806649,PAYMENT,Nigeria,6876.93,C582146531,1373355.0,1366478.07,M1130368480,1248326.0,1255202.93,2,4.650161641,0,Savings,08-01-2018,Afternoon,0
TRX5611233591,PAYMENT,Alemania,6895.23,C1065451454,17035.0,10139.77,M375314189,1018117.0,1025012.23,12,3.308044057,0,Savings,16-01-2018,Night,0
TRX2232873142,PAYMENT,Estados Unidos,963.64,C131343682,13352.0,12388.36,M1292487390,914929.0,915892.64,14,3.790187648,0,Savings,06-01-2018,Morning,0
TRX7706881187,PAYMENT,Espana,121.57,C516913231,5364.0,5242.43,M877095353,1591291.0,1591412.57,5,2.179580955,0,Savings,19-01-2018,Night,0
TRX6202962325,PAYMENT,Mexico,11348.71,C354605216,734899.0,723550.29,M824881806,1764154.0,1775502.71,8,2.9984969,0,Current,03-01-2018,Afternoon,0
TRX8984159923,CASH_IN,Peru,97644.2,C42684986,4752076.06,4849720.26,C42684986,5481987.35,5384343.15,15,3.603696123,0,Savings,10-01-2018,Night,1
TRX8698694738,PAYMENT,Mexico,13201.91,C511920731,23087.0,9885.09,M2145027279,1848205.0,1861406.91,6,7.995487691,0,Savings,07-01-2018,Morning,0
TRX4915161811,PAYMENT,Italia,1155.58,C482031947,21638.0,20482.42,M457951161,215877.0,217032.58,9,8.053919386,0,Savings,09-01-2018,Night,0
TRX4841791077,CASH_IN,Estados Unidos,162410.51,C766136466,2870673.41,3033083.92,C766136466,0.0,0.0,18,3.728723312,0,Current,12-01-2018,Morning,0
TRX6448668330,PAYMENT,Estados Unidos,9129.7,C1615410468,390901.59,381771.89,M497378142,1254040.0,1263169.7,1,8.835239117,0,Savings,06-01-2018,Afternoon,0
TRX5737946366,PAYMENT,Italia,3669.27,C308434156,18698.0,15028.73,M660144865,964620.0,968289.27,10,7.899572609,0,Savings,19-01-2018,Afternoon,0
TRX7294818427,PAYMENT,Honduras,5630.78,C351108575,18718.0,13087.22,M143830798,752283.0,757913.78,8,1.617386972,0,Savings,13-01-2018,Afternoon,0
TRX9551941049,TRANSFER,Guatemala,179651.4,C2068126708,655966.9,476315.5,C187019413,0.0,179651.4,4,3.164748155,0,Savings,13-01-2018,Morning,0
TRX2208043571,CASH_IN,Rusia,42646.67,C1828676092,4978222.08,5020868.75,C1828676092,0.0,0.0,20,6.123648554,0,Current,03-01-2018,Morning,0
TRX8556137429,PAYMENT,Italia,15889.95,C2013611768,570425.0,554535.05,M11731022,1622944.0,1638833.95,13,6.775509017,0,Current,13-01-2018,Afternoon,0
TRX9234467577,CASH_OUT,Rusia,227478.01,C1394010463,616037.78,388559.77,C1394010463,0.0,0.0,19,2.836101476,0,Savings,16-01-2018,Morning,0
TRX3308142086,PAYMENT,Japan,9181.99,C1843743552,1356442.93,1347260.94,M1139609587,585405.0,594586.99,20,0.679156312,0,Savings,16-01-2018,Morning,0
TRX9487523439,PAYMENT,Vietnam,2765.61,C142103421,89020.46,86254.85,M1146484093,1647404.0,1650169.61,10,1.734106061,0,Savings,08-01-2018,Afternoon,0
TRX1111677498,CASH_IN,Estados Unidos,85410.75,C136575352,3923127.86,4008538.61,C136575352,0.0,0.0,4,3.391095018,0,Savings,06-01-2018,Night,0
TRX9161419336,PAYMENT,Alemania,804.16,C1630841930,14992.0,14187.84,M2004655561,592423.0,593227.16,20,2.547870421,0,Savings,07-01-2018,Night,0
TRX1831334019,TRANSFER,Mexico,44461.84,C16431391,2016630.0,1972168.16,C309167705,558303.18,602765.02,6,5.620752749,0,Savings,03-01-2018,Afternoon,0
TRX2919178565,PAYMENT,Malasia,10728.82,C127401209,778162.02,767433.2,M381516513,1891173.0,1901901.82,15,3.826702327,0,Savings,09-01-2018,Afternoon,0
TRX8382973376,PAYMENT,Estados Unidos,16231.43,C1680104617,30392.0,14160.57,M1724619363,1777691.0,1793922.43,10,4.264303434,0,Savings,03-01-2018,Morning,0
TRX5027387379,CASH_OUT,Estados Unidos,101332.45,C576736382,1951179.0,1849846.55,C576736382,0.0,0.0,20,0.898365831,0,Current,13-01-2018,Night,0
TRX8964134288,PAYMENT,Guatemala,20024.59,C145664926,74815.0,54790.41,M44227594,532519.0,552543.59,9,1.175376601,0,Current,09-01-2018,Morning,0
TRX8846276293,CASH_OUT,Republica Democratica del Congo,55230.19,C1699908559,1277411.0,1222180.81,C1699908559,0.0,0.0,16,2.806613688,0,Current,12-01-2018,Morning,0
TRX5395555508,CASH_IN,Australia,4362.02,C1415274192,3325287.05,3329649.07,C1415274192,0.0,0.0,19,0.81510742,0,Savings,06-01-2018,Morning,0
TRX4849170638,PAYMENT,Vietnam,5105.68,C457942549,7818.09,2712.41,M1141354562,1047454.0,1052559.68,8,2.276366397,0,Current,06-01-2018,Morning,0
TRX3328826090,CASH_IN,Republica Dominicana,79037.41,C1504912697,497284.0,576321.41,C1504912697,0.0,0.0,5,4.867388247,0,Savings,05-01-2018,Afternoon,0
TRX6927091912,PAYMENT,Mexico,14621.24,C683572661,182640.0,168018.76,M1879414521,1519854.0,1534475.24,1,7.72863161,0,Current,09-01-2018,Night,0
TRX3945177406,PAYMENT,Brasil,9687.92,C438493423,16150.0,6462.08,M1733381085,1195014.0,1204701.92,13,4.088838626,0,Savings,07-01-2018,Night,0
TRX3908081580,PAYMENT,Estados Unidos,20491.58,C1281853983,103089.0,82597.42,M560990653,1348164.0,1368655.58,20,6.193229805,0,Savings,11-01-2018,Afternoon,0
TRX8049788763,PAYMENT,Italia,2881.51,C854653864,90250.0,87368.49,M1415439780,519021.0,521902.51,20,0.002421395,0,Savings,11-01-2018,Morning,0
TRX3829409572,CASH_IN,Espana,64978.38,C951819642,6280432.15,6345410.53,C951819642,0.0,0.0,8,4.154070597,0,Savings,06-01-2018,Morning,0
TRX2338946355,PAYMENT,Guatemala,2946.8,C1791253516,4913.0,1966.2,M303638020,1754626.0,1757572.8,14,0.829386505,0,Savings,13-01-2018,Afternoon,0
TRX9303864509,TRANSFER,India,2545478.01,C1057507014,3812087.0,1266608.99,C1590550415,12400000.0,14945478.01,6,3.216943683,0,Savings,16-01-2018,Morning,0
TRX9706428025,PAYMENT,Mexico,826.44,C2092080808,55070.0,54243.56,M11913474,1102145.0,1102971.44,8,1.914227206,0,Current,03-01-2018,Afternoon,0
TRX2144183134,CASH_OUT,Australia,13326.35,C1714961449,16232.0,2905.65,C1714961449,0.0,0.0,9,8.820147257,0,Savings,19-01-2018,Morning,0
TRX8508415169,PAYMENT,Francia,3687.46,C1324815455,349700.95,346013.49,M370265628,1075209.0,1078896.46,14,1.796203696,0,Savings,10-01-2018,Morning,0
TRX9351697481,CASH_OUT,Estados Unidos,50090.81,C1316719030,1031017.0,980926.19,C1316719030,0.0,0.0,19,8.919272548,0,Savings,05-01-2018,Afternoon,0
TRX9437269597,PAYMENT,Australia,1122.14,C156711739,30206.0,29083.86,M1732410217,1431192.0,1432314.14,6,7.274207806,0,Savings,19-01-2018,Morning,0
TRX9966581465,CASH_IN,Indonesia,83587.86,C1234905692,498570.55,582158.41,C1234905692,0.0,0.0,19,1.274730183,0,Current,06-01-2018,Afternoon,0
TRX2213806439,PAYMENT,Estados Unidos,3247.56,C265373577,126404.0,123156.44,M1063573827,306793.0,310040.56,17,2.016324496,0,Savings,19-01-2018,Night,0
TRX3571769043,CASH_OUT,Alemania,332573.12,C1264701638,770727.0,438153.88,C1264701638,0.0,0.0,8,1.2179614,0,Current,11-01-2018,Night,0
TRX1380661162,CASH_IN,Australia,20000.32,C1658534033,3819070.46,3839070.78,C1658534033,0.0,0.0,6,2.108822351,0,Savings,07-01-2018,Afternoon,0
TRX6079722345,CASH_IN,Arabia Saudi,88510.71,C2145921383,5775553.29,5864064.0,C2145921383,0.0,0.0,12,3.567275603,0,Savings,10-01-2018,Afternoon,0
TRX4859442742,TRANSFER,Australia,255588.22,C629230908,602254.0,346665.78,C1254526270,98209.69,353797.91,15,3.863817787,0,Savings,07-01-2018,Night,0
TRX7357669310,PAYMENT,Francia,2716.67,C586917260,11831.07,9114.4,M2122991287,859407.0,862123.67,10,1.314895691,0,Savings,06-01-2018,Morning,0
TRX6540065887,CASH_OUT,Nigeria,180681.32,C1776486626,1513902.0,1333220.68,C1776486626,0.0,0.0,3,3.981460943,0,Savings,11-01-2018,Afternoon,0
TRX3418164029,CASH_IN,Estados Unidos,36040.39,C987015126,3737077.62,3773118.01,C987015126,0.0,0.0,2,1.741826465,0,Savings,16-01-2018,Night,0
TRX4233492661,TRANSFER,Espana,21502.38,C1517116047,1703867.0,1682364.62,C1023714065,2361788.82,2383291.2,6,0.623252797,0,Current,05-01-2018,Morning,0
TRX8405128639,PAYMENT,Brasil,5320.1,C1089930529,56087.54,50767.44,M2001115307,1196610.0,1201930.1,18,3.772035048,0,Current,10-01-2018,Night,0
TRX4055150353,PAYMENT,Egipto,1380.11,C966319659,19446.0,18065.89,M500513427,1604647.0,1606027.11,7,6.555165242,0,Current,12-01-2018,Night,0
TRX7111845331,CASH_IN,Brasil,182501.56,C627419088,10100000.0,10282501.56,C627419088,0.0,0.0,8,1.63323809,0,Current,09-01-2018,Afternoon,0
TRX4684697008,CASH_IN,Indonesia,28526.13,C1807430272,6540704.96,6569231.09,C1807430272,0.0,0.0,3,2.914763112,0,Savings,10-01-2018,Afternoon,0
TRX6479214076,CASH_IN,Mexico,351903.76,C1670849676,4854848.05,5206751.81,C1670849676,0.0,0.0,13,2.500440825,0,Savings,03-01-2018,Afternoon,0
TRX7810176624,CASH_IN,Brasil,69196.27,C1561227322,3054141.52,3123337.79,C1561227322,0.0,0.0,16,6.822183884,0,Savings,19-01-2018,Afternoon,0
TRX3944847854,PAYMENT,China,7157.22,C279772720,19886.0,12728.78,M36420582,760175.0,767332.22,1,7.293075321,0,Savings,05-01-2018,Night,0
TRX7295039008,PAYMENT,Macedonia,688.53,C1622863652,244496.0,243807.47,M102052782,318428.0,319116.53,3,7.830662595,0,Savings,07-01-2018,Afternoon,0
TRX7743478449,PAYMENT,El Salvador,8494.23,C61783476,202938.0,194443.77,M1339490584,1552970.0,1561464.23,8,2.387680872,0,Savings,06-01-2018,Afternoon,0
TRX5112552987,PAYMENT,Mexico,402.22,C49127538,14424.0,14021.78,M1067588937,666853.0,667255.22,17,0.860064986,0,Savings,07-01-2018,Morning,0
TRX8392537037,PAYMENT,Japan,3619.35,C234857227,173419.08,169799.73,M81269359,1370621.0,1374240.35,9,5.210764138,0,Savings,13-01-2018,Morning,0
TRX6616489923,CASH_OUT,Estados Unidos,41693.6,C1640246868,89652.25,47958.65,C1640246868,0.0,0.0,11,6.352233941,0,Savings,03-01-2018,Morning,0
TRX3578302552,CASH_IN,Indonesia,23641.67,C1911008699,4574085.49,4597727.16,C1911008699,0.0,0.0,20,5.268173405,0,Savings,09-01-2018,Afternoon,0
TRX2633959050,PAYMENT,Brasil,3044.66,C1290606579,78170.42,75125.76,M1934234778,640502.0,643546.66,13,6.869990171,0,Savings,06-01-2018,Night,0
TRX8322054000,PAYMENT,Estados Unidos,6823.06,C1158016054,16673.0,9849.94,M1107168664,668418.0,675241.06,10,5.180196138,0,Current,10-01-2018,Night,0
TRX8465696898,PAYMENT,China,760.74,C628402659,74962.04,74201.3,M414634945,916940.0,917700.74,4,0.652651155,0,Savings,09-01-2018,Night,0
TRX5422230368,CASH_OUT,China,53569.21,C1671007220,815687.0,762117.79,C1671007220,0.0,0.0,3,3.234966174,0,Current,25-01-2018,Afternoon,0
TRX9593028414,TRANSFER,Estados Unidos,10224.0,C365589282,10224.0,0.0,C908043384,0.0,10224.0,15,3.680460625,0,Savings,07-01-2018,Night,0
TRX2965302401,PAYMENT,Brasil,4011.15,C1607745112,54195.68,50184.53,M1893004914,319821.0,323832.15,4,4.634920458,0,Current,07-01-2018,Morning,0
TRX2324080618,PAYMENT,Francia,5437.85,C1522119751,13306.1,7868.25,M1995505717,812828.0,818265.85,2,2.956877043,0,Savings,03-01-2018,Night,0
TRX4022266480,PAYMENT,India,29363.1,C519751097,30231.0,867.9,M295937119,1269383.0,1298746.1,13,3.055296993,0,Current,09-01-2018,Night,0
TRX6569695650,CASH_OUT,Guatemala,419801.4,C1687354037,1012269.63,592468.23,C1687354037,0.0,0.0,15,7.803778179,0,Current,08-01-2018,Afternoon,0
TRX3375518849,CASH_IN,Cuba,79069.17,C612189364,263470.0,342539.17,C612189364,0.0,0.0,1,4.086564228,0,Savings,03-01-2018,Morning,0
TRX2421729056,PAYMENT,China,5393.37,C1480668865,18667.0,13273.63,M1373146168,1834926.0,1840319.37,19,1.708700422,0,Savings,10-01-2018,Morning,0
TRX5585323793,TRANSFER,China,445038.71,C547441493,1595395.0,1150356.29,C1531333864,802245.42,1247284.13,19,4.356235029,0,Current,03-01-2018,Night,0
TRX1905248803,TRANSFER,Italia,2940764.72,C1942806465,3501816.0,561051.28,C1255024717,10200000.0,13140764.72,1,7.968445913,0,Current,06-01-2018,Night,0
TRX2730796375,PAYMENT,Honduras,4139.79,C1459653060,6106.0,1966.21,M1084093309,513336.0,517475.79,2,3.102811865,0,Savings,16-01-2018,Afternoon,0
TRX6914935386,CASH_IN,Alemania,254286.27,C626626764,759831.0,1014117.27,C626626764,0.0,0.0,16,0.202574972,0,Current,03-01-2018,Afternoon,0
TRX6780939640,PAYMENT,Nicaragua,18046.61,C839913624,21146.0,3099.39,M573965573,1298948.0,1316994.61,15,7.702944623,0,Savings,06-01-2018,Afternoon,0
TRX2424750063,PAYMENT,Indonesia,9452.85,C569707820,17982.0,8529.15,M146540182,1766903.0,1776355.85,16,7.051191133,0,Savings,06-01-2018,Night,0
TRX1580277969,PAYMENT,Egipto,20473.47,C371990011,106430.0,85956.53,M565077371,258238.0,278711.47,13,8.879029131,0,Current,10-01-2018,Night,0
TRX3839865802,PAYMENT,Reino Unido,44660.63,C1204785709,1591894.0,1547233.37,M1801753119,1710520.0,1755180.63,1,0.993329715,0,Savings,06-01-2018,Afternoon,0
TRX3658773893,PAYMENT,Alemania,10543.05,C1366499339,25077.0,14533.95,M633727380,1604428.0,1614971.05,5,4.143120809,0,Current,03-01-2018,Afternoon,0
TRX1004926659,PAYMENT,Australia,9524.45,C1068773063,311638.0,302113.55,M528162154,400804.0,410328.45,11,3.391616438,0,Current,16-01-2018,Morning,0
TRX3074881824,CREDIT,Estados Unidos,2006.44,C993640162,31555.0,33561.44,C214774813,14900000.0,14897993.56,13,3.678864234,0,Current,19-01-2018,Night,0
TRX6374906805,CASH_OUT,Estados Unidos,137497.97,C413168155,142633.0,5135.03,C413168155,0.0,0.0,7,2.612668441,0,Savings,08-01-2018,Afternoon,0
TRX7298282024,CASH_IN,Estados Unidos,135249.93,C1341960637,10300000.0,10435249.93,C1341960637,0.0,0.0,19,4.767676067,0,Savings,19-01-2018,Morning,0
TRX3877202119,CASH_OUT,Republica Dominicana,58981.28,C1033304734,1566699.0,1507717.72,C1033304734,0.0,0.0,2,0.741374976,0,Savings,16-01-2018,Night,0
TRX5714299279,CASH_IN,Estados Unidos,151301.14,C1969754956,8703848.37,8855149.51,C1969754956,0.0,0.0,18,3.168128178,0,Savings,11-01-2018,Night,0
TRX3798208098,CASH_IN,Estados Unidos,69293.41,C2007522934,4378109.55,4447402.96,C2007522934,0.0,0.0,5,1.192531612,0,Savings,09-01-2018,Afternoon,0
TRX4047213301,PAYMENT,Brasil,2964.71,C727861082,15979.0,13014.29,M1234219829,324890.0,327854.71,4,1.384182852,0,Savings,08-01-2018,Morning,0
TRX2944912546,PAYMENT,Mexico,12443.21,C1040580772,0.0,0.0,M873546155,0.0,0.0,11,3.40478563,0,Savings,03-01-2018,Afternoon,1
TRX7716956002,PAYMENT,India,5904.7,C1651251663,21692.0,15787.3,M1419958638,1188189.0,1194093.7,13,3.343483667,0,Savings,11-01-2018,Afternoon,0
TRX2041017315,PAYMENT,Mexico,5127.21,C27294710,15743.0,10615.79,M1276002922,731960.0,737087.21,12,0.623888683,0,Savings,25-01-2018,Afternoon,0
TRX1322609136,PAYMENT,Nigeria,7428.41,C2132798551,14900.0,7471.59,M1553874177,303650.0,311078.41,7,1.711619622,0,Current,12-01-2018,Morning,0
TRX1371039850,PAYMENT,Egipto,3922.01,C273066660,10812.0,6889.99,M799887602,1733022.0,1736944.01,20,0.92876285,0,Current,13-01-2018,Afternoon,0
TRX4092941013,PAYMENT,Estados Unidos,1601.61,C448990180,9027.0,7425.39,M1100771574,995753.0,997354.61,15,1.260533107,0,Savings,25-01-2018,Night,0
TRX1079153579,PAYMENT,Honduras,22547.2,C1980588880,192852.0,170304.8,M1555478555,733721.0,756268.2,5,7.682671982,0,Current,16-01-2018,Afternoon,0
TRX7924128865,PAYMENT,Estados Unidos,15455.85,C1168981208,27793.0,12347.15,M45681857,0.0,0.0,7,8.467862438,0,Current,25-01-2018,Morning,1
TRX9347708083,PAYMENT,Alemania,450.55,C1420012431,12203.0,11752.45,M426288284,165743.0,166193.55,6,7.708891144,0,Current,09-01-2018,Night,0
TRX8669523970,PAYMENT,India,103.64,C416322179,12846.0,12742.36,M1964740634,290734.0,290837.64,17,1.749254772,0,Savings,05-01-2018,Night,0
TRX5028226484,PAYMENT,Haiti,5146.88,C1727196188,106.0,0.0,M188729048,0.0,0.0,8,6.18539668,0,Current,10-01-2018,Morning,1
TRX7050053692,PAYMENT,Francia,7201.74,C5563134,104385.0,97183.26,M1888952688,1317333.0,1324534.74,11,6.25949595,0,Current,16-01-2018,Afternoon,0
TRX8163563630,CASH_IN,Estados Unidos,162271.77,C405318481,8205005.07,8367276.84,C405318481,0.0,0.0,12,7.519822639,0,Current,08-01-2018,Afternoon,0
TRX9670527612,PAYMENT,China,4273.56,C1300132917,6489960.66,6485687.1,M1243495105,1718254.0,1722527.56,19,2.808199092,0,Current,25-01-2018,Night,0
TRX9815089195,PAYMENT,Estados Unidos,6322.81,C1686332995,23761.0,17438.19,M159504850,754269.0,760591.81,6,1.786503332,0,Savings,16-01-2018,Afternoon,0
TRX1954546402,PAYMENT,Reino Unido,9632.45,C1082528716,1024680.0,1015047.55,M845119401,1012075.0,1021707.45,10,5.271047188,0,Savings,10-01-2018,Afternoon,0
TRX8504725653,PAYMENT,Nicaragua,13788.58,C1739940094,0.0,0.0,M1172170412,0.0,0.0,6,5.584086749,0,Current,12-01-2018,Night,1
TRX2709950019,PAYMENT,Indonesia,12249.78,C1457162311,23392.0,11142.22,M1931723660,1569960.0,1582209.78,11,7.446190885,0,Savings,05-01-2018,Morning,0
TRX2765500893,CASH_OUT,Alemania,94740.26,C78265654,328680.29,233940.03,C78265654,0.0,0.0,10,3.938307113,0,Savings,19-01-2018,Afternoon,0
TRX3029524956,PAYMENT,Estados Unidos,3597.59,C1065186275,10826.0,7228.41,M1363009375,1102850.0,1106447.59,17,8.289259354,0,Savings,06-01-2018,Night,0
TRX7127308161,CASH_IN,Espana,224632.6,C1039159201,4242168.6,4466801.2,C1039159201,0.0,0.0,10,7.057032243,0,Savings,05-01-2018,Morning,0
TRX9292117053,PAYMENT,Austria,703.78,C1140850370,21396.0,20692.22,M2001356172,453124.0,453827.78,15,5.481273909,0,Current,16-01-2018,Morning,0
TRX6473727168,PAYMENT,Francia,1209.64,C1692073709,3325.26,2115.62,M948675904,1003467.0,1004676.64,8,8.721409901,0,Current,08-01-2018,Afternoon,0
TRX2614362980,CASH_OUT,China,8451.78,C1048928512,1665268.0,1656816.22,C1048928512,0.0,0.0,4,8.338226541,0,Savings,03-01-2018,Morning,0
TRX6835790779,PAYMENT,Malasia,15006.45,C1253785665,28029.0,13022.55,M611587518,1272517.0,1287523.45,18,5.904982,0,Savings,07-01-2018,Afternoon,0
TRX9486289226,TRANSFER,El Salvador,1032930.05,C1078783335,1400006.0,367075.95,C1883840933,14700000.0,15732930.05,19,7.330619702,0,Savings,09-01-2018,Afternoon,0
TRX3334880056,CASH_OUT,Estados Unidos,105095.1,C1833239242,1721026.0,1615930.9,C1833239242,0.0,0.0,8,0.176001128,0,Savings,19-01-2018,Afternoon,0
TRX7511240196,CASH_IN,Estados Unidos,264788.06,C128683923,8368634.92,8633422.98,C128683923,0.0,0.0,10,4.244458581,0,Savings,08-01-2018,Afternoon,0
TRX1237538514,CASH_OUT,Suecia,278349.71,C906397479,1155866.0,877516.29,C906397479,0.0,0.0,18,3.0070338,0,Savings,06-01-2018,Morning,0
TRX5372500848,CASH_OUT,Francia,183083.93,C1768471397,0.0,0.0,C1768471397,211419.76,701369.74,12,4.531347416,0,Savings,16-01-2018,Night,1
TRX5747419982,CASH_IN,Estados Unidos,4946.45,C349274153,9036720.01,9041666.46,C349274153,0.0,0.0,8,4.110428991,0,Savings,10-01-2018,Morning,0
TRX7670613045,CASH_IN,Alemania,157964.89,C1676010932,7879228.39,8037193.28,C1676010932,0.0,0.0,10,5.416698397,0,Current,10-01-2018,Night,0
TRX5645721257,CASH_IN,Alemania,201342.13,C1859823482,6668468.08,6869810.21,C1859823482,0.0,0.0,2,2.197323111,0,Current,12-01-2018,Afternoon,0
TRX6125962832,CASH_IN,Alemania,115440.53,C18491840,1207137.88,1322578.41,C18491840,0.0,0.0,19,0.719774279,0,Savings,09-01-2018,Afternoon,0
TRX2982910843,CREDIT,Turquia,2050.83,C1295820487,23247.0,25297.83,C1076835071,485446.05,483395.22,16,2.306127931,0,Current,16-01-2018,Afternoon,0
TRX8552308989,PAYMENT,Colombia,1889.79,C2059701776,32058.0,30168.21,M1379222018,182820.0,184709.79,15,3.932302427,0,Savings,11-01-2018,Afternoon,0
TRX7621352746,TRANSFER,Estados Unidos,10565.0,C777407608,10565.0,0.0,C1790657739,0.0,10565.0,19,4.318709939,0,Current,12-01-2018,Afternoon,0
TRX7544592682,PAYMENT,Republica Dominicana,809.43,C370543159,1951.0,1141.57,M940459786,1585189.0,1585998.43,11,4.228474103,0,Savings,06-01-2018,Afternoon,0
TRX2627048337,TRANSFER,India,3942.44,C502891368,3959.0,16.56,C1225616405,25716.56,29659.0,1,8.460184495,0,Savings,25-01-2018,Morning,0
TRX7326890254,PAYMENT,Canada,845.59,C848193662,201071.0,200225.41,M1128952562,715544.0,716389.59,8,5.963618789,0,Savings,09-01-2018,Night,0
TRX3799424922,CASH_IN,India,3732.98,C2115589111,8571339.41,8575072.39,C2115589111,0.0,0.0,15,0.615642448,0,Savings,10-01-2018,Morning,0
TRX6985171561,PAYMENT,Republica Democratica del Congo,3738.25,C707719282,25078.0,21339.75,M1883652579,672415.0,676153.25,20,3.483390323,0,Current,07-01-2018,Afternoon,0
TRX5241001496,TRANSFER,India,566270.79,C1144886446,1946998.0,1380727.21,C1495761010,627279.6,1193550.39,20,5.21739618,0,Current,03-01-2018,Night,0
TRX8518787186,PAYMENT,Estados Unidos,10757.7,C1299126654,15108.0,4350.3,M116356643,1421850.0,1432607.7,2,1.90661264,0,Savings,11-01-2018,Night,0
TRX8756587708,PAYMENT,Republica Dominicana,934.87,C2143018378,13553.0,12618.13,M1319019311,1539372.0,1540306.87,19,5.350623507,0,Savings,06-01-2018,Afternoon,0
